#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome","NC_011916.1",3361732,3363018,"-",7330795,,"CCNA_03201","YP_002518574.1",428,"adenylosuccinate synthetase"
"chromosome","NC_011916.1",3363139,3363765,"-",7330796,,"CCNA_03202","YP_002518575.1",208,"lipid A 3-O-deacylase PagL"
"chromosome","NC_011916.1",3363862,3364839,"+",7330797,,"CCNA_03203","YP_002518576.1",325,"threonine/serine dehydratase"
"chromosome","NC_011916.1",3364972,3366180,"+",7330798,,"CCNA_03204","YP_002518577.1",402,"alanine racemase"
"chromosome","NC_011916.1",3366406,3368058,"+",7330799,,"CCNA_03205","YP_002518578.2",550,"M28-family zinc peptidase"
"chromosome","NC_011916.1",3368261,3369649,"+",7330800,,"CCNA_03206","YP_002518579.1",462,"L-serine dehydratase"
"chromosome","NC_011916.1",3369752,3370579,"+",7330801,,"CCNA_03207","YP_002518580.1",275,"DUF72 domain-containing protein"
"chromosome","NC_011916.1",3370723,3371655,"-",7330802,,"CCNA_03208","YP_002518581.1",310,"steroid 5-alpha reductase family enzyme"
"chromosome","NC_011916.1",3371685,3372908,"-",7330803,,"CCNA_03209","YP_002518582.1",407,"acetyl-coenzyme A synthetase"
"chromosome","NC_011916.1",3373019,3373972,"+",7330804,,"CCNA_03210","YP_002518583.1",317,"MarR-family transcriptional regulator"
"chromosome","NC_011916.1",3374076,3375077,"-",7330805,,"CCNA_03211","YP_002518584.1",333,"L-Ala-D/L-Glu racemase"
"chromosome","NC_011916.1",3375108,3375323,"-",7330806,,"CCNA_03212","YP_002518585.1",71,"hypothetical protein CCNA_03212"
"chromosome","NC_011916.1",3375439,3375747,"+",7330807,,"CCNA_03213","YP_002518586.1",102,"polyhydroxyalkanoic acid system protein"
"chromosome","NC_011916.1",3375756,3376166,"-",7330808,,"CCNA_03214","YP_002518587.1",136,"DUF983 domain-containing protein"
"chromosome","NC_011916.1",3376165,3377580,"+",7330809,,"CCNA_03215","YP_002518588.1",471,"ARO8 family aminotransferase/HTH DNA-binding protein"
"chromosome","NC_011916.1",3377577,3377777,"-",7330810,,"CCNA_03216","YP_002518589.2",66,"hypothetical protein CCNA_03216"
"chromosome","NC_011916.1",3377955,3378587,"-",7330811,,"CCNA_03217","YP_002518590.1",210,"TetR-family transcriptional regulator"
"chromosome","NC_011916.1",3378665,3379741,"+",7330812,,"CCNA_03218","YP_002518591.1",358,"periplasmic multidrug efflux lipoprotein precursor"
"chromosome","NC_011916.1",3379745,3382813,"+",7330813,"acrB5","CCNA_03219","YP_002518592.1",1022,"efflux RND transporter permease subunit"
"chromosome","NC_011916.1",3383005,3384636,"+",7330815,,"CCNA_03221","YP_002518594.1",543,"NAD(P)/FAD-dependent oxidoreductase"
"chromosome","NC_011916.1",3384698,3385912,"+",7330816,,"CCNA_03222","YP_002518595.1",404,"ring hydroxylating dioxygenase, alpha-subunit"
"chromosome","NC_011916.1",3386049,3386657,"+",7330817,,"CCNA_03223","YP_002518596.1",202,"TetR-family transcriptional regulator"
"chromosome","NC_011916.1",3386717,3386956,"-",7330818,,"CCNA_03224","YP_002518597.2",79,"hypothetical protein CCNA_03224"
"chromosome","NC_011916.1",3387075,3388370,"-",7330819,,"CCNA_03225","YP_002518598.1",431,"Metallo-dependent hydrolase"
"chromosome","NC_011916.1",3388367,3389683,"-",7330820,,"CCNA_03226","YP_002518599.1",438,"basic amino acid/polyamine antiporter (APA) family transporter"
"chromosome","NC_011916.1",3389735,3392125,"-",7330821,,"CCNA_03227","YP_002518600.1",796,"TonB-dependent receptor"
"chromosome","NC_011916.1",3392256,3394277,"-",7330822,,"CCNA_03228","YP_002518601.1",673,"TPR repeat sulfotransferase family protein"
"chromosome","NC_011916.1",3394360,3395649,"-",7330823,,"CCNA_03229","YP_002518602.1",429,"FAD dependent oxidoreductase"
"chromosome","NC_011916.1",3395725,3397122,"-",7330824,"glnA2","CCNA_03230","YP_002518603.1",465,"glutamine synthetase"
"chromosome","NC_011916.1",3397119,3397646,"-",18668950,,"CCNA_03988","YP_009020560.1",175,"hypothetical protein CCNA_03988"
"chromosome","NC_011916.1",3397198,3397377,"+",7330825,"relB-4","CCNA_03231","YP_002518604.1",59,"anti-toxin protein relB-4"
"chromosome","NC_011916.1",3397365,3397640,"+",7330826,"relE4","CCNA_03232","YP_002518605.1",91,"toxin protein relE4"
"chromosome","NC_011916.1",3397643,3399046,"-",7330827,,"CCNA_03233","YP_002518606.1",467,"aspartate aminotransferase family protein"
"chromosome","NC_011916.1",3399064,3399813,"-",7330828,,"CCNA_03234","YP_002518607.1",249,"gamma-glutamyl-gamma-aminobutyrate hydrolase family protein"
"chromosome","NC_011916.1",3399818,3400963,"-",7330829,,"CCNA_03235","YP_002518608.1",381,"spermidine/putrescine transport ATP-binding protein potA"
"chromosome","NC_011916.1",3401109,3401984,"-",7330830,,"CCNA_03236","YP_002518609.1",291,"spermidine/putrescine transport system permease protein potC"
"chromosome","NC_011916.1",3402127,3403047,"-",7330832,,"CCNA_03238","YP_002518611.2",306,"ABC-type spermidine/putrescine transport system, permease component II"
"chromosome","NC_011916.1",3403175,3404281,"-",7330833,,"CCNA_03239","YP_002518612.1",368,"spermidine/putrescine-binding protein"
"chromosome","NC_011916.1",3404359,3405741,"-",7330834,"glnA3","CCNA_03240","YP_002518613.1",460,"glutamine synthetase"
"chromosome","NC_011916.1",3405738,3407138,"-",7330835,,"CCNA_03241","YP_002518614.1",466,"glutamate-1-semialdehyde 2,1-aminomutase"
"chromosome","NC_011916.1",3407266,3408723,"-",7330836,,"CCNA_03242","YP_002518615.1",485,"NAD-dependent succinate-semialdehyde dehydrogenase"
"chromosome","NC_011916.1",3408720,3410219,"-",7330837,,"CCNA_03243","YP_002518616.1",499,"NADP+-dependent gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase"
"chromosome","NC_011916.1",3410275,3410946,"-",7330838,,"CCNA_03244","YP_002518617.1",223,"GntR-family transcriptional regulator"
"chromosome","NC_011916.1",3411015,3412343,"+",7330839,,"CCNA_03245","YP_002518618.2",442,"beta alanine-pyruvate transaminase"
"chromosome","NC_011916.1",3412371,3413435,"-",7330840,,"CCNA_03246","YP_002518619.2",354,"DUF2332 family protein"
"chromosome","NC_011916.1",3413760,3415601,"+",7330841,,"CCNA_03247","YP_002518620.1",613,"methyl-accepting chemotaxis protein"
"chromosome","NC_011916.1",3415868,3418381,"+",7330842,,"CCNA_03248","YP_002518621.1",837,"TonB-dependent receptor"
"chromosome","NC_011916.1",3418740,3421262,"+",7330843,,"CCNA_03249","YP_002518622.1",840,"TonB-dependent receptor"
"chromosome","NC_011916.1",3421457,3422272,"+",7330844,,"CCNA_03250","YP_002518623.2",271,"EAL-domain diguanylate phosphodiesterase"
"chromosome","NC_011916.1",3422208,3423167,"-",18668951,,"CCNA_03989","YP_009020561.1",319,"MarR-family HTH transcriptional regulator / N-acyltransferase"
"chromosome","NC_011916.1",3423311,3423691,"+",7330846,,"CCNA_03252","YP_002518625.2",126,"CopY/TcrY-family transcriptional regulator"
"chromosome","NC_011916.1",3423688,3425037,"+",7330847,,"CCNA_03253","YP_002518626.1",449,"MecR1-related antirepressor protein"
"chromosome","NC_011916.1",3425131,3426486,"+",7330848,,"CCNA_03254","YP_002518627.1",451,"pectate lyase"
"chromosome","NC_011916.1",3426607,3427053,"-",7330849,,"CCNA_03255","YP_002518628.1",148,"type II toxin-antitoxin system PemK/MazF family toxin"
"chromosome","NC_011916.1",3427166,3428284,"+",7330850,,"CCNA_03256","YP_002518629.1",372,"chorismate synthase"
"chromosome","NC_011916.1",3428398,3428430,"+",18668953,,"CCNA_03990","YP_009020562.1",10,"hypothetical protein CCNA_03990"
"chromosome","NC_011916.1",3428458,3429000,"+",7330851,"cleE","CCNA_03257","YP_002518630.1",180,"two-component receiver protein CleE"
"chromosome","NC_011916.1",3429049,3429288,"+",7330852,,"CCNA_03258","YP_002518631.1",79,"hypothetical protein CCNA_03258"
"chromosome","NC_011916.1",3429300,3429683,"-",7330853,,"CCNA_03259","YP_002518632.3",127,"cupin domain-containing protein"
"chromosome","NC_011916.1",3429697,3430062,"-",7330854,,"CCNA_03260","YP_002518633.1",121,"queuosine biosynthesis protein QueD"
"chromosome","NC_011916.1",3430135,3430767,"-",7330855,,"CCNA_03261","YP_002518634.1",210,"queuosine biosynthesis protein QueE"
"chromosome","NC_011916.1",3430764,3431492,"-",7330856,,"CCNA_03262","YP_002518635.1",242,"queuosine biosynthesis protein QueC"
"chromosome","NC_011916.1",3431964,3434777,"+",7330857,,"CCNA_03263","YP_002518636.1",937,"TonB-dependent receptor"
"chromosome","NC_011916.1",3434954,3436486,"+",7330859,,"CCNA_03265","YP_002518638.2",510,"CBS pair-family sensor histidine kinase/receiver domain protein"
"chromosome","NC_011916.1",3436670,3436996,"-",7330860,,"CCNA_03266","YP_002518639.3",108,"hypothetical protein CCNA_03266"
"chromosome","NC_011916.1",3437329,3437760,"+",7330861,"rtrA","CCNA_03267","YP_002518640.2",143,"transcriptional regulatory protein RtrA"
"chromosome","NC_011916.1",3437828,3438181,"-",7330862,"dgrB","CCNA_03268","YP_002518641.2",117,"diguanylate receptor protein DgrB"
"chromosome","NC_011916.1",3438397,3439374,"+",7330863,,"CCNA_03269","YP_002518642.1",325,"glucokinase"
"chromosome","NC_011916.1",3439382,3440587,"-",7332812,,"CCNA_03271","YP_002518643.1",401,"methionine gamma-lyase"
"chromosome","NC_011916.1",3440693,3441151,"+",7330293,,"CCNA_03270","YP_002518644.2",152,"AsnC-family transcriptional regulator"
"chromosome","NC_011916.1",3441214,3442635,"+",7330294,,"CCNA_03272","YP_002518645.1",473,"two-component sensor histidine kinase"
"chromosome","NC_011916.1",3442639,3442755,"-",7330295,,"CCNA_03274","YP_002518646.1",38,"hypothetical protein CCNA_03274"
"chromosome","NC_011916.1",3442706,3442846,"-",7330296,,"CCNA_03275","YP_002518647.1",46,"hypothetical protein CCNA_03275"
"chromosome","NC_011916.1",3442782,3443771,"+",7330297,,"CCNA_03276","YP_002518648.1",329,"glycerophosphoryl diester phosphodiesterase"
"chromosome","NC_011916.1",3443992,3445041,"-",7330299,,"CCNA_03277","YP_002518649.1",349,"glycosyltransferase"
"chromosome","NC_011916.1",3445147,3446265,"-",7330300,,"CCNA_03278","YP_002518650.1",372,"NAD(P)/FAD-dependent oxidoreductase"
"chromosome","NC_011916.1",3446411,3447247,"-",7330301,,"CCNA_03279","YP_002518651.1",278,"SDR family oxidoreductase"
"chromosome","NC_011916.1",3447503,3450943,"-",7330302,"vor","CCNA_03280","YP_002518652.1",1146,"2-oxoacid ferredoxin oxidoreductase Vor"
"chromosome","NC_011916.1",3451086,3451583,"+",7330303,,"CCNA_03281","YP_002518653.2",165,"Lrp-family transcriptional regulator"
"chromosome","NC_011916.1",3451802,3452668,"+",7330304,,"CCNA_03282","YP_002518654.1",288,"pirin family protein"
"chromosome","NC_011916.1",3452702,3453721,"-",7330305,,"CCNA_03283","YP_002518655.2",339,"TIM-barrel metal-dependent hydrolase"
"chromosome","NC_011916.1",3453897,3454931,"+",7330306,,"CCNA_03284","YP_002518656.1",344,"adenosine deaminase"
"chromosome","NC_011916.1",3454942,3455910,"+",7330307,,"CCNA_03285","YP_002518657.1",322,"magnesium and cobalt transport protein CorA"
"chromosome","NC_011916.1",3455888,3456568,"-",7330308,,"CCNA_03286","YP_002518658.1",226,"hypothetical protein CCNA_03286"
"chromosome","NC_011916.1",3456436,3456741,"-",7330309,,"CCNA_03287","YP_002518659.1",101,"PadR-family transcriptional regulator"
"chromosome","NC_011916.1",3456818,3457006,"+",7330310,,"CCNA_03288","YP_002518660.1",62,"type II toxin-antitoxin system HicA family toxin"
"chromosome","NC_011916.1",3457011,3457406,"+",7330311,,"CCNA_03289","YP_002518661.1",131,"type II toxin-antitoxin system HicB family antitoxin"
"chromosome","NC_011916.1",3457415,3457891,"-",7330312,,"CCNA_03290","YP_002518662.1",158,"DUF2199 domain-containing protein"
"chromosome","NC_011916.1",3457949,3458947,"-",7330313,,"CCNA_03291","YP_002518663.1",332,"WecE-family pyridoxal phosphate-dependent enzyme"
"chromosome","NC_011916.1",3459075,3460628,"-",7330314,,"CCNA_03292","YP_002518664.2",517,"long-chain-fatty-acid--CoA ligase"
"chromosome","NC_011916.1",3460721,3462811,"-",7330315,"fadJ","CCNA_03293","YP_002518665.1",696,"multifunctional fatty acid oxidation complex subunit alpha FadJ"
"chromosome","NC_011916.1",3463221,3464447,"-",7330316,,"CCNA_03294","YP_002518666.2",408,"beta-lactamase family protein"
"chromosome","NC_011916.1",3464572,3466500,"+",7330317,,"CCNA_03295","YP_002518667.1",642,"PAS-family sensor histidine kinase"
"chromosome","NC_011916.1",3466675,3467910,"+",7330318,,"CCNA_03296","YP_002518668.1",411,"TetR-family transcriptional regulator"
"chromosome","NC_011916.1",3468011,3469126,"+",7330319,,"CCNA_03297","YP_002518669.1",371,"hypothetical protein CCNA_03297"
"chromosome","NC_011916.1",3469206,3472583,"-",7330320,,"CCNA_03298","YP_002518670.3",1125,"TonB-dependent outer membrane receptor"
"chromosome","NC_011916.1",3472717,3474228,"+",7330321,,"CCNA_03299","YP_002518671.2",503,"TolC-family outer membrane protein"
"chromosome","NC_011916.1",3474186,3475295,"+",7330322,,"CCNA_03300","YP_002518672.1",369,"efflux RND transporter periplasmic adaptor subunit"
"chromosome","NC_011916.1",3475295,3478420,"+",7330323,"acrB","CCNA_03301","YP_002518673.1",1041,"efflux RND transporter permease subunit"
"chromosome","NC_011916.1",3478474,3479457,"-",7330324,"narX","CCNA_03302","YP_002518674.1",327,"HWE/HisKA2 family histidine kinase"
"chromosome","NC_011916.1",3479680,3480870,"-",7330325,,"CCNA_03303","YP_002518675.1",396,"translation elongation factor Tu (EF-TU)"
"chromosome","NC_011916.1",3480990,3483068,"-",7330326,,"CCNA_03304","YP_002518676.1",692,"translation elongation factor G (EF-G)"
"chromosome","NC_011916.1",3483183,3483656,"-",7330327,,"CCNA_03305","YP_002518677.1",157,"SSU ribosomal protein S7P"
"chromosome","NC_011916.1",3483670,3484041,"-",7330328,,"CCNA_03306","YP_002518678.1",123,"SSU ribosomal protein S12P"
"chromosome","NC_011916.1",3484065,3484331,"+",7330329,,"CCNA_03307","YP_002518679.1",88,"hypothetical protein CCNA_03307"
"chromosome","NC_011916.1",3484466,3485245,"+",7330330,,"CCNA_03308","YP_002518680.2",259,"hypothetical protein CCNA_03308"
"chromosome","NC_011916.1",3485294,3486370,"+",7330331,"metX1","CCNA_03309","YP_002518681.1",358,"homoserine O-acetyltransferase metX1"
"chromosome","NC_011916.1",3486449,3487006,"-",7330332,"nusG","CCNA_03310","YP_002518682.1",185,"transcription antitermination protein NusG"
"chromosome","NC_011916.1",3487017,3487334,"-",7330333,,"CCNA_03311","YP_002518683.1",105,"protein translocase subunit SecE"
"chromosome","NC_011916.1",3487743,3487922,"+",7330335,,"CCNA_03312","YP_002518684.2",59,"hypothetical protein CCNA_03312"
"chromosome","NC_011916.1",3487939,3488355,"-",7330336,,"CCNA_03313","YP_002518685.1",138,"hypothetical protein CCNA_03313"
"chromosome","NC_011916.1",3488733,3489665,"+",7330337,,"CCNA_03314","YP_002518686.3",310,"ferredoxin-NADP reductase"
"chromosome","NC_011916.1",3489776,3491002,"+",7330338,,"CCNA_03315","YP_002518687.1",408,"molybdopterin biosynthesis MoeA protein"
"chromosome","NC_011916.1",3491091,3492974,"+",7330339,,"CCNA_03316","YP_002518688.1",627,"UDP-N-acetylglucosamine 4,6-dehydratase/UDP-D-quinovosamine 4-dehydrogenase"
"chromosome","NC_011916.1",3492997,3496248,"-",7330340,"dnaE2","CCNA_03317","YP_002518689.1",1083,"DNA polymerase III alpha subunit DnaE2/ImuC"
"chromosome","NC_011916.1",3496374,3497750,"-",7330341,"imuB","CCNA_03318","YP_002518690.1",458,"DNA polymerase Y-family protein ImuB"
"chromosome","NC_011916.1",3497932,3498732,"-",7330343,"imuA","CCNA_03319","YP_002518691.1",266,"ImuA family protein"
"chromosome","NC_011916.1",3498842,3502078,"+",7330344,,"CCNA_03320","YP_002518692.1",1078,"Acetyl-CoA carboxylase"
"chromosome","NC_011916.1",3502114,3502482,"-",7330345,,"CCNA_03321","YP_002518693.2",122,"VanZ superfamily protein"
"chromosome","NC_011916.1",3502629,3504209,"-",7330346,,"CCNA_03322","YP_002518694.1",526,"D-3-phosphoglycerate dehydrogenase"
"chromosome","NC_011916.1",3504361,3505551,"-",7330347,,"CCNA_03323","YP_002518695.1",396,"phosphoserine aminotransferase"
"chromosome","NC_011916.1",3505687,3506115,"-",7330348,,"CCNA_03324","YP_002518696.1",142,"hypothetical protein CCNA_03324"
"chromosome","NC_011916.1",3506186,3506512,"-",7330349,,"CCNA_03325","YP_002518697.1",108,"hypothetical protein CCNA_03325"
"chromosome","NC_011916.1",3506595,3508568,"+",7330350,,"CCNA_03326","YP_002518698.1",657,"two-component sensor histidine kinase"
"chromosome","NC_011916.1",3508706,3509071,"+",7330351,,"CCNA_03327","YP_002518699.1",121,"hypothetical protein CCNA_03327"
"chromosome","NC_011916.1",3509078,3509905,"-",7330352,,"CCNA_03328","YP_002518700.1",275,"PhzC/PhzF-family epimerase"
"chromosome","NC_011916.1",3509941,3510057,"-",7330353,,"CCNA_03329","YP_002518701.1",38,"hypothetical protein CCNA_03329"
"chromosome","NC_011916.1",3509997,3510581,"-",7330354,,"CCNA_03330","YP_002518702.1",194,"nucleotidyltransferase family protein"
"chromosome","NC_011916.1",3510578,3511381,"-",7330355,,"CCNA_03331","YP_002518703.1",267,"phosphomethylpyrimidine kinase/hydroxymethylpyrimidine kinase"
"chromosome","NC_011916.1",3511434,3512258,"-",7330356,,"CCNA_03332","YP_002518704.1",274,"dihydropteroate synthase"
"chromosome","NC_011916.1",3512269,3514662,"-",7330357,,"CCNA_03333","YP_002518705.3",797,"PAS-family sensor histidine kinase"
"chromosome","NC_011916.1",3514514,3516394,"-",7330358,"ftsH","CCNA_03334","YP_002518706.1",626,"cell division protein FtsH"
"chromosome","NC_011916.1",3516491,3517717,"-",7330359,,"CCNA_03335","YP_002518707.1",408,"PP-loop family ATPase"
"chromosome","NC_011916.1",3517708,3518562,"-",7330360,"ybgF","CCNA_03336","YP_002518708.1",284,"Tol-Pal system periplasmic component YbgF"
"chromosome","NC_011916.1",3518640,3519206,"-",7330361,"pal","CCNA_03337","YP_002518709.1",188,"peptidoglycan-associated lipoprotein pal"
"chromosome","NC_011916.1",3519403,3520734,"-",7330362,"tolB","CCNA_03338","YP_002518710.1",443,"Tol-Pal system protein TolB"
"chromosome","NC_011916.1",3520731,3521543,"-",7330363,"tolA","CCNA_03339","YP_002518711.1",270,"cell envelope integrity protein TolA"
"chromosome","NC_011916.1",3521551,3522069,"-",7330364,"tolR","CCNA_03340","YP_002518712.1",172,"ExbD/TolR family protein"
"chromosome","NC_011916.1",3522074,3522772,"-",7330365,"tolQ","CCNA_03341","YP_002518713.1",232,"TolQ protein"
"chromosome","NC_011916.1",3522887,3523330,"-",7330366,,"CCNA_03342","YP_002518714.1",147,"tol-pal system-associated acyl-CoA thioesterase"
"chromosome","NC_011916.1",3523327,3524193,"-",7330367,,"CCNA_03343","YP_002518715.1",288,"FtsW/RodA/SpoVE family cell cycle protein"
"chromosome","NC_011916.1",3524183,3525223,"-",7330368,"ruvB","CCNA_03344","YP_002518716.1",346,"Holliday junction DNA helicase RuvB"
"chromosome","NC_011916.1",3525220,3525837,"-",7330369,"ruvA","CCNA_03345","YP_002518717.1",205,"Holliday junction DNA helicase RuvA"
"chromosome","NC_011916.1",3525834,3526355,"-",7330370,"ruvC","CCNA_03346","YP_002518718.1",173,"crossover junction endodeoxyribonuclease ruvC"
"chromosome","NC_011916.1",3526481,3527905,"+",7330371,,"CCNA_03347","YP_002518719.1",474,"N-acyl-L-amino acid amidohydrolase"
"chromosome","NC_011916.1",3527624,3527956,"-",18668956,,"CCNA_03991","YP_009020563.1",110,"hypothetical protein CCNA_03991"
"chromosome","NC_011916.1",3528025,3528981,"+",7330372,,"CCNA_03348","YP_002518720.1",318,"CHAP domain-containing protein"
"chromosome","NC_011916.1",3528978,3529166,"-",7330373,,"CCNA_03349","YP_002518721.1",62,"hypothetical protein CCNA_03349"
"chromosome","NC_011916.1",3529215,3529412,"+",7332978,,"CCNA_03350","YP_002518722.1",65,"hypothetical protein CCNA_03350"
"chromosome","NC_011916.1",3529418,3530380,"-",7332023,,"CCNA_03351","YP_002518723.1",320,"phosphoribosylamidoimidazole-succinocarboxamide synthase"
"chromosome","NC_011916.1",3530448,3531203,"-",7332024,,"CCNA_03352","YP_002518724.1",251,"YebC/PmpR transcriptional regulator"
"chromosome","NC_011916.1",3531298,3532131,"-",7332025,,"CCNA_03353","YP_002518725.1",277,"YmdB-family phosphoesterase"
"chromosome","NC_011916.1",3532153,3532797,"-",7332026,,"CCNA_03354","YP_002518726.1",214,"5-formyltetrahydrofolate cyclo-ligase"
"chromosome","NC_011916.1",3533132,3535117,"-",7332028,,"CCNA_03355","YP_002518727.1",661,"Dipeptidyl aminopeptidase/acylaminoacyl peptidase"
"chromosome","NC_011916.1",3535187,3535513,"-",7332029,"zapA","CCNA_03356","YP_002518728.1",108,"cell division protein ZapA"
"chromosome","NC_011916.1",3535517,3535900,"-",7332030,"zauP","CCNA_03357","YP_002518729.1",127,"cell division protein ZauP"
"chromosome","NC_011916.1",3536116,3537123,"+",7332031,,"CCNA_03358","YP_002518730.1",335,"glyceraldehyde 3-phosphate dehydrogenase"
"chromosome","NC_011916.1",3537302,3538492,"+",7332032,,"CCNA_03359","YP_002518731.1",396,"phosphoglycerate kinase"
"chromosome","NC_011916.1",3538659,3539750,"+",7332033,,"CCNA_03360","YP_002518732.1",363,"fructose-bisphosphate aldolase class II"
"chromosome","NC_011916.1",3539800,3540480,"-",17829444,,"CCNA_03905","YP_008877625.1",226,"DUF1109 domain-containing protein"
"chromosome","NC_011916.1",3540642,3541286,"-",7332035,"nrsF","CCNA_03273","YP_002518734.1",214,"Anti-sigmaF factor NrsF"
"chromosome","NC_011916.1",3541273,3541812,"-",7332036,"sigF","CCNA_03362","YP_002518735.2",179,"ECF-family RNA polymerase sigma factor SigF"
"chromosome","NC_011916.1",3542001,3542282,"+",7332037,,"CCNA_03363","YP_002518736.1",93,"DUF2282 domain-containing protein"
"chromosome","NC_011916.1",3542359,3543201,"+",7332038,,"CCNA_03364","YP_002518737.1",280,"DUF692 domain-containing protein"
"chromosome","NC_011916.1",3543194,3543958,"+",7332039,,"CCNA_03365","YP_002518738.1",254,"hypothetical protein CCNA_03365"
"chromosome","NC_011916.1",3543955,3544407,"+",7332040,,"CCNA_03366","YP_002518739.1",150,"DoxX family protein"
"chromosome","NC_011916.1",3544531,3545031,"+",7332041,,"CCNA_03367","YP_002518740.1",166,"chemotaxis receiver domain protein CheYIII"
"chromosome","NC_011916.1",3545028,3545456,"+",7332042,,"CCNA_03368","YP_002518741.1",142,"hypothetical protein CCNA_03368"
"chromosome","NC_011916.1",3545467,3546042,"-",7332043,,"CCNA_03369","YP_002518742.2",191,"TSPO-MBR superfamily protein"
"chromosome","NC_011916.1",3546207,3546728,"+",7332044,,"CCNA_03370","YP_002518743.1",173,"acetyltransferase"
"chromosome","NC_011916.1",3546725,3547204,"-",7332045,,"CCNA_03371","YP_002518744.1",159,"bacterioferritin"
"chromosome","NC_011916.1",3547357,3547542,"-",7332046,,"CCNA_03372","YP_002518745.1",61,"bacterioferritin-associated ferredoxin"
"chromosome","NC_011916.1",3547674,3548318,"+",7332047,,"CCNA_03373","YP_002518746.1",214,"thiamine phosphate synthase"
"chromosome","NC_011916.1",3548407,3548814,"+",7332048,,"CCNA_03374","YP_002518747.1",135,"hypothetical protein CCNA_03374"
"chromosome","NC_011916.1",3548806,3549681,"-",7332049,,"CCNA_03375","YP_002518748.1",291,"RNA polymerase sigma factor, SigJ family"
"chromosome","NC_011916.1",3549678,3550217,"-",7332050,,"CCNA_03376","YP_002518749.1",179,"hypothetical protein CCNA_03376"
"chromosome","NC_011916.1",3550214,3550669,"-",7332051,,"CCNA_03377","YP_002518750.1",151,"hypothetical protein CCNA_03377"
"chromosome","NC_011916.1",3550841,3551641,"+",7332052,,"CCNA_03378","YP_002518751.2",266,"SuhB-family inositol monophosphatase protein"
"chromosome","NC_011916.1",3551638,3551865,"-",7332053,,"CCNA_03379","YP_002518752.1",75,"Cro/CI family transcriptional regulator"
"chromosome","NC_011916.1",3551865,3552536,"-",7332054,,"CCNA_03380","YP_002518753.1",223,"hypothetical protein CCNA_03380"
"chromosome","NC_011916.1",3552659,3553729,"+",7332055,,"CCNA_03381","YP_002518754.2",356,"glycerophosphoryl diester phosphodiesterase"
"chromosome","NC_011916.1",3553817,3555118,"+",7332056,,"CCNA_03382","YP_002518755.2",433,"hypothetical protein CCNA_03382"
"chromosome","NC_011916.1",3555235,3557088,"-",7332057,,"CCNA_03383","YP_002518756.1",617,"ABC transporter ATP-binding protein/permease"
"chromosome","NC_011916.1",3557213,3557443,"+",7332058,,"CCNA_03384","YP_002518757.1",76,"LSU ribosomal protein L31P"
"chromosome","NC_011916.1",3557646,3558134,"-",7332059,,"CCNA_03385","YP_002518758.1",162,"YcgN family cysteine cluster protein"
"chromosome","NC_011916.1",3558189,3560390,"+",7332060,"pbpC","CCNA_03386","YP_002518759.1",733,"multimodular transpeptidase-transglycosylase PbpC"
"chromosome","NC_011916.1",3560500,3561213,"-",7332061,,"CCNA_03387","YP_002518760.2",237,"aspartate racemase"
"chromosome","NC_011916.1",3561263,3561988,"-",7332062,,"CCNA_03388","YP_002518761.1",241,"ABC-2 family membrane transport protein"
"chromosome","NC_011916.1",3561988,3562923,"-",7332063,,"CCNA_03389","YP_002518762.1",311,"ABC transporter ATP-binding cassette domain protein"
"chromosome","NC_011916.1",3563024,3563524,"+",7332064,,"CCNA_03390","YP_002518763.1",166,"hypothetical protein CCNA_03390"
"chromosome","NC_011916.1",3563524,3563763,"+",7332065,,"CCNA_03391","YP_002518764.1",79,"Cro/CI family transcriptional regulator"
"chromosome","NC_011916.1",3563760,3564845,"-",7332066,,"CCNA_03392","YP_002518765.1",361,"phosphoribosylaminoimidazole carboxylase ATPase subunit"
"chromosome","NC_011916.1",3564851,3565342,"-",7332067,,"CCNA_03393","YP_002518766.3",163,"phosphoribosylcarboxyaminoimidazole (NCAIR) mutase"
"chromosome","NC_011916.1",3565573,3566286,"+",7332068,"dgcA","CCNA_03394","YP_002518767.1",237,"GGDEF diguanylate cyclase DgcA"
"chromosome","NC_011916.1",3566429,3566788,"+",7332069,,"CCNA_03395","YP_002518768.1",119,"two-component receiver domain protein"
"chromosome","NC_011916.1",3566856,3568580,"+",7332070,,"CCNA_03396","YP_002518769.1",574,"PDZ domain trypsin-like serine protease"
"chromosome","NC_011916.1",3568610,3568840,"-",7332071,,"CCNA_03397","YP_002518770.2",76,"DUF465 domain-containing protein"
"chromosome","NC_011916.1",3568899,3569450,"-",7332072,,"CCNA_03398","YP_002518771.1",183,"TIGR02444 family protein"
"chromosome","NC_011916.1",3569377,3569994,"-",7332073,,"CCNA_03399","YP_002518772.1",205,"UbiX family flavin prenyltransferase"
"chromosome","NC_011916.1",3570124,3570297,"+",7332074,,"CCNA_03400","YP_002518773.2",57,"DUF465 domain-containing protein"
"chromosome","NC_011916.1",3570378,3571091,"-",7332075,"trcR","CCNA_03401","YP_002518774.1",237,"RNA polymerase-associated protein TrcR"
"chromosome","NC_011916.1",3571232,3572206,"-",7332076,,"CCNA_03402","YP_002518775.1",324,"NAD(P)H quinone oxidoreductase, PIG3 family"
